Kreds,valgsted_navn,kandidat_navn,parti,stemmer,Storkreds
Rønnekredsen,7. Klemensker,Partiliste,Socialdemokratiet,59,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jeppe Kofod,Socialdemokratiet,351,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Christel Schaldemose,Socialdemokratiet,4,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Niels Fuglsang,Socialdemokratiet,1,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Marianne Vind,Socialdemokratiet,3,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Morten Klessen,Socialdemokratiet,3,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jakob Thiemann,Socialdemokratiet,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Mette Poulsen,Socialdemokratiet,3,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Lasse Holm Grønning,Socialdemokratiet,1,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Anders Baun Sørensen,Socialdemokratiet,2,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Partiliste,Radikale Venstre,20,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Morten Helveg Petersen,Radikale Venstre,19,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Karen Melchior,Radikale Venstre,1,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Philip Tarning-Andersen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Sissel van Run-Kvist,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Alexander Bjørn Jensen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,David Munis Zepernick,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Mathias von Jessen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Eva Borchorst Mejnertz,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Amalie Søgaard Nielsen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Camilla Kampmann,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Frederik Aagaard,Radikale Venstre,1,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Kristian Kirk Mailand,Radikale Venstre,2,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jannie Valentin Dexter Jakobsen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Poul Elmegård,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Ole Lynggaard Jørgensen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Kim Pagels,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Peter Miltersen Sørensen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Maria Mejse Mortensen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Nadeem Farooq,Radikale Venstre,1,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Anton Ebsen,Radikale Venstre,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Partiliste,Det Konservative Folkeparti,13,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Pernille Weiss,Det Konservative Folkeparti,10,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Ali Aminali,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jens Kindberg,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Kuzma Pavlov Jensen,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Charlotte Libach,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Lasse Bork Schmidt,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Louisa Schønnemann Bøttkjær,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Anders Guldhammer,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Inge Carlé,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Dino Selimovic,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jane Christensen,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Jakob Sejergaard,Det Konservative Folkeparti,6,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Dina Myrup Raabjerg,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Thomas von Jessen,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Henrik Mielke Ravn,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Torsten Nielsen,Det Konservative Folkeparti,0,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Partiliste,SF - Socialistisk Folkeparti,16,Bornholms Storkreds
Rønnekredsen,7. Klemensker,Margrete Auken,SF - Socialistisk Folkeparti,30,Bornholms Storkreds
